Employee_ID,Age,Gender,Department,Job_Role,Education,Marital_Status,Job_Level,Years_At_Company,Years_In_Industry,Monthly_Salary,Job_Satisfaction,Work_Life_Balance,Performance_Score,Training_Hours,Distance_From_Home_KM,Overtime,Attrition,Tenure_Band,Salary_Quartile,Performance_Category,Attrition_Flag
EMP11604,24,Female,Sales,Sales Executive,PhD,Married,2,1.7,4.4,53600.0,4.0,3.3,4.0,4,2.6,No,Yes,1-3 Years,Q1,Good,1
EMP11605,34,Female,Sales,Sales Representative,Bachelor's,Divorced,3,2.2,4.2,67300.0,3.8,4.1,3.9,2,25.2,No,No,1-3 Years,Q2,Good,0
EMP11606,43,Female,Sales,Sales Executive,PhD,Married,2,0.5,3.2,58500.0,2.8,2.5,3.0,2,4.2,Yes,No,<1 Year,Q2,Average,0
EMP11607,50,Male,IT,Systems Analyst,Master's,Married,2,6.4,8.3,74600.0,4.3,3.5,2.9,4,1.8,No,No,5-10 Years,Q3,Average,0
EMP11608,30,Male,IT,Systems Analyst,Bachelor's,Married,2,2.7,6.2,52200.0,1.0,1.0,3.0,4,18.5,No,Yes,1-3 Years,Q1,Average,1
EMP11609,45,Male,Sales,Sales Manager,Bachelor's,Married,2,1.6,3.0,59000.0,2.0,4.1,3.3,1,10.6,No,No,1-3 Years,Q2,Good,0
EMP11610,50,Female,Marketing,Marketing Manager,Bachelor's,Single,2,2.0,5.7,60100.0,2.6,2.3,4.0,1,8.1,No,No,1-3 Years,Q2,Good,0
EMP11611,46,Male,IT,IT Support,Bachelor's,Single,4,9.0,12.0,69100.0,3.3,4.8,2.1,2,8.4,No,No,5-10 Years,Q4,Average,0
EMP11612,39,Female,Sales,Sales Executive,Bachelor's,Divorced,1,2.8,3.3,50700.0,3.8,2.5,1.9,3,4.5,Yes,Yes,1-3 Years,Q1,Low,1
EMP11613,39,Male,Sales,Sales Representative,Master's,Single,3,6.2,7.2,81700.0,3.6,4.0,3.7,4,5.4,No,No,5-10 Years,Q3,Good,0
EMP11614,31,Male,Research & Development,Research Scientist,High School,Single,2,8.8,11.6,74700.0,1.9,3.3,2.9,1,23.4,No,No,5-10 Years,Q3,Average,0
EMP11615,26,Male,Research & Development,R&D Manager,Bachelor's,Married,3,3.5,2.4,79400.0,1.2,3.0,3.1,5,18.8,Yes,No,3-5 Years,Q3,Good,0
EMP11616,32,Female,Research & Development,Laboratory Technician,Master's,Divorced,5,9.0,12.3,129500.0,4.5,4.2,3.8,3,7.6,No,No,5-10 Years,Q4,Good,0
EMP11617,25,Male,Marketing,Marketing Analyst,High School,Married,3,5.7,7.7,87400.0,4.3,3.6,2.1,2,10.3,Yes,No,5-10 Years,Q3,Average,0
EMP11618,34,Female,IT,IT Support,High School,Married,2,2.0,1.3,54900.0,3.9,4.1,3.9,1,7.9,No,No,1-3 Years,Q2,Good,0
EMP11619,41,Female,Human Resources,Recruiter,Master's,Single,3,3.7,5.1,72800.0,2.1,2.4,1.6,1,11.6,No,No,3-5 Years,Q3,Low,0
EMP11620,44,Male,Research & Development,Research Scientist,Master's,Married,5,9.3,10.0,115000.0,3.6,3.6,3.4,1,10.9,Yes,No,5-10 Years,Q4,Good,0
EMP11621,26,Male,Research & Development,Laboratory Technician,Bachelor's,Married,4,7.9,13.5,103300.0,3.7,2.7,3.0,3,10.7,Yes,No,5-10 Years,Q4,Average,0
EMP11622,24,Male,IT,IT Support,Bachelor's,Married,2,2.6,6.0,61500.0,1.8,2.9,3.4,3,4.0,Yes,Yes,1-3 Years,Q2,Good,1
EMP11623,46,Male,Research & Development,Research Scientist,Bachelor's,Married,4,5.5,12.4,88100.0,3.2,3.1,2.8,3,1.0,No,No,5-10 Years,Q4,Average,0
EMP11624,32,Male,Research & Development,Laboratory Technician,Bachelor's,Married,2,1.4,3.2,58500.0,2.6,3.0,2.3,5,6.8,No,No,1-3 Years,Q2,Average,0
EMP11625,34,Male,Research & Development,Laboratory Technician,Bachelor's,Single,3,4.5,8.9,80900.0,4.9,3.1,3.9,0,3.7,No,No,3-5 Years,Q3,Good,0
EMP11626,48,Female,Finance,Finance Manager,Bachelor's,Single,3,4.0,4.8,84900.0,2.1,3.1,2.9,4,10.3,Yes,No,3-5 Years,Q3,Average,0
EMP11627,40,Male,IT,IT Manager,Master's,Married,5,16.8,17.2,124600.0,3.5,2.6,3.5,3,6.2,Yes,No,10+ Years,Q4,Good,0
EMP11628,27,Male,Research & Development,R&D Manager,Bachelor's,Single,5,7.7,9.7,122800.0,3.9,2.3,3.6,7,11.6,Yes,No,5-10 Years,Q4,Good,0
EMP11629,51,Male,Research & Development,Research Scientist,Bachelor's,Married,1,1.0,3.8,47600.0,3.6,4.0,3.4,6,9.0,No,No,<1 Year,Q1,Good,0
EMP11630,39,Male,Sales,Sales Executive,Bachelor's,Married,2,1.9,4.5,63600.0,2.7,1.2,2.8,5,5.5,No,No,1-3 Years,Q2,Average,0
EMP11631,30,Male,Research & Development,Laboratory Technician,Master's,Single,2,2.7,4.8,61500.0,1.6,1.9,3.6,3,1.5,Yes,No,1-3 Years,Q2,Good,0
EMP11632,44,Female,Research & Development,Laboratory Technician,Master's,Single,1,1.9,6.4,37600.0,5.0,2.9,4.3,3,9.5,No,No,1-3 Years,Q1,Excellent,0
EMP11633,34,Male,Human Resources,Recruiter,High School,Married,1,2.1,5.8,54200.0,3.2,3.1,3.3,1,23.2,Yes,No,1-3 Years,Q1,Good,0
EMP11634,38,Male,Sales,Sales Executive,Master's,Single,2,4.6,7.2,67300.0,2.9,4.5,4.2,0,9.3,No,No,3-5 Years,Q2,Excellent,0
EMP11635,38,Male,Marketing,Marketing Manager,Bachelor's,Single,1,1.8,4.8,47100.0,4.7,3.4,3.6,3,2.3,Yes,No,1-3 Years,Q1,Good,0
EMP11636,43,Female,IT,IT Manager,Master's,Married,3,4.5,2.7,78700.0,2.5,3.0,1.6,4,13.6,No,No,3-5 Years,Q3,Low,0
EMP11637,40,Male,Research & Development,R&D Manager,Master's,Divorced,3,2.8,7.8,83000.0,3.4,2.7,3.3,2,2.8,Yes,No,1-3 Years,Q3,Good,0
EMP11638,29,Female,Human Resources,HR Manager,Bachelor's,Married,3,4.9,8.5,89300.0,3.2,1.0,3.9,4,14.3,No,No,3-5 Years,Q4,Good,0
EMP11639,47,Male,Finance,Finance Manager,Bachelor's,Single,2,1.8,6.5,55600.0,4.0,2.7,3.3,1,7.6,No,No,1-3 Years,Q2,Good,0
EMP11640,33,Male,Sales,Sales Executive,Master's,Single,3,5.3,11.5,79400.0,2.2,2.8,2.3,3,13.6,No,No,5-10 Years,Q3,Average,0
EMP11641,35,Male,Sales,Sales Executive,Bachelor's,Divorced,3,4.6,8.6,85400.0,4.7,3.0,3.7,5,8.1,No,No,3-5 Years,Q3,Good,0
EMP11642,31,Female,Sales,Sales Executive,Master's,Married,2,3.1,4.7,59400.0,2.1,3.9,4.1,1,6.3,No,Yes,3-5 Years,Q2,Excellent,1
EMP11643,39,Male,Sales,Sales Representative,PhD,Divorced,5,13.4,18.2,122000.0,3.1,1.8,3.1,3,23.8,No,No,10+ Years,Q4,Good,0
EMP11644,34,Male,Sales,Sales Manager,Bachelor's,Married,2,3.2,4.4,62200.0,2.1,3.2,2.6,1,3.5,No,No,3-5 Years,Q2,Average,0
EMP11645,30,Male,Research & Development,Laboratory Technician,Bachelor's,Married,2,1.1,4.0,60400.0,3.7,4.0,3.3,6,16.4,No,No,1-3 Years,Q2,Good,0
EMP11646,39,Male,IT,Systems Analyst,Master's,Single,1,1.3,2.3,40800.0,3.0,3.6,2.8,3,3.6,No,No,1-3 Years,Q1,Average,0
EMP11647,23,Male,Marketing,Marketing Specialist,Master's,Married,5,4.3,6.0,106900.0,3.4,3.5,2.1,3,11.4,No,No,3-5 Years,Q4,Average,0
EMP11648,34,Male,IT,IT Manager,Bachelor's,Married,2,2.3,2.8,62900.0,3.9,1.3,3.1,1,1.0,Yes,No,1-3 Years,Q2,Good,0
EMP11649,27,Male,Marketing,Marketing Specialist,Bachelor's,Single,2,3.5,10.0,62300.0,4.4,2.6,2.6,4,5.2,Yes,No,3-5 Years,Q2,Average,0
EMP11650,20,Male,Sales,Sales Representative,Bachelor's,Single,2,5.6,7.3,83400.0,3.3,2.7,1.9,4,16.1,No,No,5-10 Years,Q3,Low,0
EMP11651,31,Female,Finance,Financial Analyst,Master's,Divorced,4,5.8,6.1,94400.0,4.4,1.6,2.7,3,1.7,No,No,5-10 Years,Q4,Average,0
EMP11652,51,Male,Sales,Sales Executive,Bachelor's,Single,3,7.9,11.9,87100.0,2.1,1.9,4.0,2,12.8,No,No,5-10 Years,Q3,Good,0
EMP11653,49,Female,Sales,Sales Representative,Master's,Married,1,1.8,5.6,52600.0,3.8,4.1,2.6,2,6.5,Yes,No,1-3 Years,Q1,Average,0
EMP11654,37,Female,Research & Development,R&D Manager,Bachelor's,Single,2,1.6,6.4,52700.0,4.7,4.0,3.7,2,1.9,No,No,1-3 Years,Q1,Good,0
EMP11655,21,Female,IT,Software Engineer,Master's,Single,3,10.0,13.6,94500.0,2.4,4.4,2.9,2,16.0,No,No,5-10 Years,Q4,Average,0
EMP11656,22,Male,Research & Development,Laboratory Technician,Bachelor's,Married,1,2.3,2.5,45200.0,2.2,3.9,4.1,4,9.4,Yes,No,1-3 Years,Q1,Excellent,0
EMP11657,40,Male,Marketing,Marketing Manager,Bachelor's,Married,2,2.5,8.7,77400.0,2.5,2.9,4.3,3,12.4,Yes,No,1-3 Years,Q3,Excellent,0
EMP11658,39,Female,Research & Development,R&D Manager,Bachelor's,Married,1,1.0,3.6,45200.0,3.5,3.2,3.7,2,3.0,No,No,<1 Year,Q1,Good,0
EMP11659,20,Male,IT,IT Support,High School,Married,1,1.2,2.3,33700.0,3.8,3.1,4.3,5,6.5,No,No,1-3 Years,Q1,Excellent,0
EMP11660,41,Male,Research & Development,R&D Manager,Master's,Single,2,4.6,7.8,60500.0,3.0,5.0,3.6,2,1.0,No,No,3-5 Years,Q2,Good,0
EMP11661,49,Female,Research & Development,Research Scientist,PhD,Married,2,3.4,7.1,57500.0,3.6,4.1,3.5,2,5.1,Yes,No,3-5 Years,Q2,Good,0
EMP11662,33,Male,Research & Development,R&D Manager,Bachelor's,Single,2,3.4,7.5,59300.0,2.9,4.3,3.7,2,3.3,No,No,3-5 Years,Q2,Good,0
EMP11663,26,Male,Research & Development,R&D Manager,Master's,Divorced,2,2.9,6.0,72600.0,4.2,2.6,3.4,3,13.1,No,No,1-3 Years,Q3,Good,0
EMP11664,24,Male,Marketing,Marketing Analyst,Master's,Single,1,3.7,8.2,55900.0,3.5,3.9,3.4,3,14.1,No,No,3-5 Years,Q2,Good,0
EMP11665,35,Female,Human Resources,Recruiter,Master's,Married,4,8.9,15.8,103000.0,3.3,2.6,3.5,2,10.3,No,No,5-10 Years,Q4,Good,0
EMP11666,30,Female,Marketing,Marketing Analyst,High School,Single,3,5.3,8.5,79600.0,2.9,2.8,3.5,5,1.6,No,No,5-10 Years,Q3,Good,0
EMP11667,30,Male,Research & Development,Laboratory Technician,Bachelor's,Single,1,2.4,2.9,51400.0,4.0,3.7,2.4,4,5.4,No,No,1-3 Years,Q1,Average,0
EMP11668,49,Female,Sales,Sales Representative,Bachelor's,Married,3,6.0,9.8,92600.0,3.9,3.0,3.9,1,6.6,No,No,5-10 Years,Q4,Good,0
EMP11669,32,Male,Research & Development,R&D Manager,Bachelor's,Married,2,3.3,6.2,65000.0,3.0,3.8,4.2,2,6.1,No,No,3-5 Years,Q2,Excellent,0
EMP11670,44,Male,Sales,Sales Manager,Master's,Married,2,3.8,9.9,67500.0,4.3,3.5,4.1,0,27.5,No,No,3-5 Years,Q2,Excellent,0
EMP11671,32,Male,Sales,Sales Executive,Bachelor's,Single,3,5.6,6.3,76100.0,4.1,4.7,3.6,3,9.1,Yes,No,5-10 Years,Q3,Good,0
EMP11672,37,Male,Marketing,Marketing Manager,High School,Married,4,9.2,10.7,113800.0,4.2,3.5,4.1,4,5.6,Yes,No,5-10 Years,Q4,Excellent,0
EMP11673,56,Female,Research & Development,R&D Manager,Bachelor's,Single,2,3.4,6.4,61300.0,3.7,2.8,3.4,2,18.1,No,No,3-5 Years,Q2,Good,0
EMP11674,36,Female,Human Resources,HR Manager,Master's,Divorced,2,1.5,7.0,54900.0,3.2,1.8,4.3,3,3.3,Yes,Yes,1-3 Years,Q2,Excellent,1
EMP11675,30,Male,Finance,Accountant,Master's,Single,3,5.7,4.2,83300.0,1.0,3.5,3.5,0,2.3,No,No,5-10 Years,Q3,Good,0
EMP11676,34,Male,Research & Development,R&D Manager,Master's,Married,2,0.9,1.8,55500.0,3.7,2.0,3.8,4,6.0,No,No,<1 Year,Q2,Good,0
EMP11677,37,Female,Research & Development,Laboratory Technician,Bachelor's,Married,2,3.2,6.2,55400.0,2.7,3.1,3.8,2,26.6,Yes,No,3-5 Years,Q2,Good,0
EMP11678,30,Male,Finance,Finance Manager,Master's,Married,3,4.3,6.5,77800.0,4.5,2.8,3.6,6,9.1,No,No,3-5 Years,Q3,Good,0
EMP11679,48,Male,IT,Software Engineer,Master's,Single,4,5.0,9.9,90900.0,3.4,3.8,3.8,5,17.6,No,No,3-5 Years,Q4,Good,0
EMP11680,31,Female,Research & Development,Laboratory Technician,Master's,Married,1,3.4,4.7,45900.0,5.0,3.7,2.6,1,2.9,No,No,3-5 Years,Q1,Average,0
EMP11681,32,Female,IT,Software Engineer,Master's,Divorced,2,1.2,0.0,53600.0,3.5,4.7,4.6,6,9.7,Yes,No,1-3 Years,Q1,Excellent,0
EMP11682,45,Male,Sales,Sales Executive,Master's,Married,2,1.8,6.5,68300.0,4.2,4.4,2.6,3,5.5,No,Yes,1-3 Years,Q2,Average,1
EMP11683,36,Female,Finance,Financial Analyst,Master's,Married,1,2.9,3.2,56100.0,3.5,3.3,2.9,5,3.1,No,No,1-3 Years,Q2,Average,0
EMP11684,20,Female,Research & Development,R&D Manager,Bachelor's,Single,4,5.5,8.1,100800.0,2.5,4.3,3.8,4,8.5,Yes,No,5-10 Years,Q4,Good,0
EMP11685,36,Female,Finance,Accountant,Master's,Married,2,1.1,3.0,60000.0,4.8,4.1,2.7,3,8.3,Yes,No,1-3 Years,Q2,Average,0
EMP11686,39,Female,Sales,Sales Representative,Bachelor's,Married,1,2.1,10.3,45200.0,2.3,4.2,3.2,1,6.8,No,Yes,1-3 Years,Q1,Good,1
EMP11687,35,Female,Finance,Accountant,PhD,Married,4,10.0,15.6,112500.0,3.2,3.9,2.8,4,8.1,No,No,5-10 Years,Q4,Average,0
EMP11688,27,Female,IT,Systems Analyst,Bachelor's,Married,2,6.4,8.6,65700.0,2.8,2.7,3.3,3,7.8,No,No,5-10 Years,Q2,Good,0
EMP11689,35,Female,Sales,Sales Manager,Bachelor's,Married,1,0.6,3.8,47300.0,3.2,3.3,3.1,2,2.8,No,No,<1 Year,Q1,Good,0
EMP11690,40,Male,Research & Development,Laboratory Technician,Master's,Single,2,1.7,7.6,50200.0,4.1,2.9,2.8,0,1.9,Yes,No,1-3 Years,Q1,Average,0
EMP11691,37,Male,Marketing,Marketing Manager,Master's,Married,3,5.1,6.5,78900.0,4.6,2.0,2.6,3,23.6,Yes,No,5-10 Years,Q3,Average,0
EMP11692,44,Male,Human Resources,HR Specialist,Bachelor's,Married,2,1.1,0.8,60900.0,1.6,2.7,4.5,3,10.1,No,No,1-3 Years,Q2,Excellent,0
EMP11693,31,Male,Marketing,Marketing Specialist,Master's,Single,2,3.1,5.5,58900.0,3.4,2.4,2.8,1,7.7,Yes,No,3-5 Years,Q2,Average,0
EMP11694,38,Female,Research & Development,R&D Manager,Master's,Married,2,4.2,7.6,68800.0,3.5,3.7,3.8,1,10.9,No,No,3-5 Years,Q2,Good,0
EMP11695,20,Male,IT,Systems Analyst,Master's,Divorced,2,3.6,2.0,67500.0,2.5,4.3,3.9,4,8.6,Yes,No,3-5 Years,Q2,Good,0
EMP11696,36,Male,IT,IT Manager,Bachelor's,Married,4,7.1,9.6,100000.0,3.4,4.3,3.4,2,13.6,No,No,5-10 Years,Q4,Good,0
EMP11697,25,Female,IT,IT Support,Bachelor's,Single,2,4.6,5.9,68700.0,4.0,3.9,3.6,2,29.1,No,No,3-5 Years,Q2,Good,0
EMP11698,44,Female,Sales,Sales Representative,Master's,Married,2,1.8,4.3,52900.0,2.9,3.6,2.8,0,5.3,No,Yes,1-3 Years,Q1,Average,1
EMP11699,36,Female,IT,IT Support,High School,Single,2,1.4,1.8,66000.0,3.8,2.8,4.0,2,12.5,No,No,1-3 Years,Q2,Good,0
EMP11700,20,Male,Human Resources,Recruiter,High School,Single,1,1.3,4.9,43000.0,2.5,3.5,4.1,3,8.0,No,No,1-3 Years,Q1,Excellent,0
EMP11701,28,Male,Sales,Sales Executive,Master's,Single,1,2.5,7.5,50500.0,4.5,4.1,3.0,3,2.2,Yes,No,1-3 Years,Q1,Average,0
EMP11702,35,Male,Sales,Sales Executive,Master's,Married,1,1.8,1.1,35300.0,2.3,4.1,2.6,1,1.0,Yes,No,1-3 Years,Q1,Average,0
EMP11703,27,Male,Sales,Sales Representative,Bachelor's,Single,2,4.5,8.2,53600.0,2.7,3.3,3.8,2,5.3,No,Yes,3-5 Years,Q1,Good,1
EMP11704,36,Male,Marketing,Marketing Analyst,Bachelor's,Divorced,2,2.7,5.0,60500.0,2.5,4.0,3.7,4,1.8,Yes,Yes,1-3 Years,Q2,Good,1
EMP11705,28,Male,IT,IT Manager,Master's,Single,3,4.2,7.2,76500.0,2.8,3.6,3.4,2,15.7,Yes,No,3-5 Years,Q3,Good,0
EMP11706,21,Male,IT,Systems Analyst,Master's,Single,4,5.1,8.1,96000.0,3.8,3.4,1.9,2,12.3,No,No,5-10 Years,Q4,Low,0
EMP11707,28,Male,Research & Development,Research Scientist,Master's,Single,3,5.0,4.8,93800.0,4.5,2.6,3.3,3,6.5,No,No,3-5 Years,Q4,Good,0
EMP11708,37,Female,Marketing,Marketing Specialist,Master's,Married,2,4.1,3.5,57100.0,2.8,3.9,2.3,3,6.3,No,No,3-5 Years,Q2,Average,0
EMP11709,40,Female,Research & Development,Laboratory Technician,Bachelor's,Divorced,5,9.9,12.7,124800.0,3.9,3.9,3.5,2,19.4,No,No,5-10 Years,Q4,Good,0
EMP11710,27,Male,Sales,Sales Executive,High School,Married,4,6.2,10.2,88800.0,1.2,3.5,3.8,2,11.8,Yes,No,5-10 Years,Q4,Good,0
EMP11711,39,Male,Human Resources,HR Manager,Bachelor's,Married,1,1.3,4.0,38200.0,3.3,3.4,2.8,3,7.3,No,No,1-3 Years,Q1,Average,0
EMP11712,26,Male,Marketing,Marketing Manager,Bachelor's,Single,1,1.1,1.6,39700.0,3.5,3.3,3.9,2,18.4,No,No,1-3 Years,Q1,Good,0
EMP11713,34,Female,Finance,Financial Analyst,High School,Married,3,4.0,5.9,90300.0,5.0,3.3,3.4,1,12.4,No,No,3-5 Years,Q4,Good,0
EMP11714,29,Male,IT,IT Support,Bachelor's,Single,3,5.2,5.8,86100.0,3.2,1.1,2.9,6,8.5,No,No,5-10 Years,Q3,Average,0
EMP11715,46,Male,Research & Development,R&D Manager,Bachelor's,Single,2,3.1,3.6,65600.0,3.4,1.8,3.5,0,7.4,No,No,3-5 Years,Q2,Good,0
EMP11716,33,Male,Finance,Financial Analyst,Bachelor's,Single,1,0.4,5.0,44000.0,2.5,4.0,3.8,3,13.3,No,No,<1 Year,Q1,Good,0
EMP11717,32,Male,Research & Development,Laboratory Technician,Master's,Married,1,4.3,13.0,50200.0,4.4,3.6,2.7,3,7.8,No,No,3-5 Years,Q1,Average,0
EMP11718,40,Male,Sales,Sales Representative,Bachelor's,Single,3,3.1,10.3,73300.0,1.4,2.5,3.3,2,1.1,No,No,3-5 Years,Q3,Good,0
EMP11719,37,Male,Sales,Sales Executive,Bachelor's,Single,3,8.0,11.4,76000.0,3.6,3.8,2.2,1,2.6,No,No,5-10 Years,Q3,Average,0
EMP11720,34,Male,Human Resources,HR Manager,Master's,Married,1,3.7,3.5,46900.0,4.3,4.2,2.3,1,8.3,Yes,No,3-5 Years,Q1,Average,0
EMP11721,43,Female,Sales,Sales Manager,Bachelor's,Married,5,12.5,14.7,112100.0,1.9,2.0,2.4,6,5.9,Yes,No,10+ Years,Q4,Average,0
EMP11722,39,Male,Human Resources,Recruiter,Bachelor's,Married,1,2.9,7.9,46900.0,2.1,2.8,3.2,4,11.3,No,No,1-3 Years,Q1,Good,0
EMP11723,20,Female,IT,Systems Analyst,Bachelor's,Single,1,3.2,6.8,32400.0,5.0,3.2,3.2,4,11.4,Yes,No,3-5 Years,Q1,Good,0
EMP11724,29,Male,Finance,Financial Analyst,Master's,Married,1,3.5,8.9,45900.0,1.7,3.0,3.2,2,7.8,Yes,No,3-5 Years,Q1,Good,0
EMP11725,49,Female,Sales,Sales Manager,Bachelor's,Single,4,5.6,9.0,88300.0,2.1,3.3,2.3,2,27.4,No,No,5-10 Years,Q4,Average,0
EMP11726,26,Male,Human Resources,HR Specialist,Master's,Married,1,2.2,2.7,41500.0,4.1,4.2,3.4,6,6.2,No,Yes,1-3 Years,Q1,Good,1
EMP11727,48,Female,Research & Development,Research Scientist,High School,Married,2,3.6,2.9,63000.0,3.9,3.5,3.3,5,9.1,No,Yes,3-5 Years,Q2,Good,1
EMP11728,35,Male,Marketing,Marketing Manager,Master's,Single,2,3.8,2.1,62500.0,4.6,3.3,3.3,2,5.4,No,Yes,3-5 Years,Q2,Good,1
EMP11729,43,Female,Research & Development,Laboratory Technician,Bachelor's,Single,2,3.2,6.5,59900.0,3.0,3.8,3.5,3,15.0,Yes,No,3-5 Years,Q2,Good,0
EMP11730,39,Male,Sales,Sales Executive,Bachelor's,Married,2,4.5,10.0,62500.0,3.2,4.0,2.3,2,7.8,No,No,3-5 Years,Q2,Average,0
EMP11731,27,Female,Marketing,Marketing Analyst,High School,Single,3,6.8,6.0,73300.0,3.0,3.5,2.4,4,11.9,No,No,5-10 Years,Q3,Average,0
EMP11732,35,Female,IT,IT Manager,Bachelor's,Single,1,1.3,3.6,40800.0,3.0,2.0,3.3,3,20.7,No,No,1-3 Years,Q1,Good,0
EMP11733,43,Male,Marketing,Marketing Manager,Master's,Married,4,8.9,13.5,98900.0,3.8,1.9,4.5,2,2.2,No,No,5-10 Years,Q4,Excellent,0
EMP11734,41,Male,Finance,Financial Analyst,Master's,Married,4,8.6,8.4,111000.0,2.4,2.7,2.7,3,15.4,No,No,5-10 Years,Q4,Average,0
EMP11735,42,Male,Sales,Sales Manager,Master's,Married,5,13.3,15.6,128900.0,2.9,3.4,3.6,1,3.8,No,No,10+ Years,Q4,Good,0
EMP11736,50,Male,Sales,Sales Representative,High School,Married,3,4.6,4.9,83300.0,2.8,3.3,2.7,1,7.3,No,No,3-5 Years,Q3,Average,0
EMP11737,44,Male,Sales,Sales Manager,PhD,Single,3,1.9,3.6,79400.0,3.3,2.1,3.3,3,22.6,Yes,Yes,1-3 Years,Q3,Good,1
EMP11738,34,Female,IT,IT Manager,High School,Single,4,9.8,8.9,108400.0,1.9,3.0,3.7,5,6.5,Yes,No,5-10 Years,Q4,Good,0
EMP11739,25,Male,Marketing,Marketing Manager,Bachelor's,Single,2,1.8,0.5,59400.0,1.8,3.1,4.5,1,32.9,Yes,No,1-3 Years,Q2,Excellent,0
EMP11740,40,Male,Marketing,Marketing Specialist,High School,Divorced,4,5.8,12.4,102600.0,3.0,3.7,4.2,1,11.7,No,No,5-10 Years,Q4,Excellent,0
EMP11741,34,Male,Sales,Sales Executive,Bachelor's,Married,3,3.5,8.1,73400.0,3.4,5.0,2.9,3,2.6,No,Yes,3-5 Years,Q3,Average,1
EMP11742,34,Male,Sales,Sales Executive,Master's,Single,5,8.4,10.2,120200.0,1.9,2.4,3.4,1,2.5,No,No,5-10 Years,Q4,Good,0
EMP11743,24,Female,Sales,Sales Representative,Master's,Married,2,0.7,3.5,50600.0,3.1,2.0,2.6,3,15.1,Yes,No,<1 Year,Q1,Average,0
EMP11744,27,Female,Human Resources,HR Manager,Master's,Divorced,5,10.2,10.6,118400.0,3.5,3.0,2.7,2,7.4,Yes,Yes,10+ Years,Q4,Average,1
EMP11745,20,Male,Finance,Accountant,Bachelor's,Married,2,1.9,4.8,56500.0,4.4,3.6,3.2,4,2.4,No,No,1-3 Years,Q2,Good,0
EMP11746,49,Male,Research & Development,Laboratory Technician,Bachelor's,Single,2,3.4,7.4,60400.0,1.0,3.6,3.0,1,7.9,No,No,3-5 Years,Q2,Average,0
EMP11747,43,Female,Finance,Finance Manager,Bachelor's,Divorced,2,0.9,4.9,61400.0,3.0,2.3,2.9,5,18.9,No,No,<1 Year,Q2,Average,0
EMP11748,34,Male,Research & Development,Laboratory Technician,Bachelor's,Married,2,1.2,4.7,48300.0,3.2,1.6,3.2,0,11.9,Yes,Yes,1-3 Years,Q1,Good,1
EMP11749,28,Male,Finance,Financial Analyst,Bachelor's,Married,3,5.0,12.0,82700.0,3.0,4.6,3.2,4,12.6,No,No,3-5 Years,Q3,Good,0
EMP11750,32,Female,Sales,Sales Executive,Bachelor's,Divorced,3,7.6,8.2,85700.0,2.2,2.0,3.3,4,29.1,No,No,5-10 Years,Q3,Good,0
EMP11751,41,Male,IT,IT Support,Master's,Married,2,5.2,6.9,65000.0,2.5,4.2,3.7,7,9.1,Yes,No,5-10 Years,Q2,Good,0
EMP11752,26,Male,Sales,Sales Manager,Bachelor's,Married,2,2.7,7.2,62600.0,3.5,2.9,3.1,3,4.1,No,No,1-3 Years,Q2,Good,0
EMP11753,23,Male,Research & Development,Laboratory Technician,Bachelor's,Single,3,4.8,5.4,91100.0,1.6,2.4,2.0,3,3.6,No,No,3-5 Years,Q4,Low,0
EMP11754,25,Male,IT,IT Manager,Master's,Married,2,4.2,8.0,74000.0,4.0,4.0,3.7,4,3.7,No,No,3-5 Years,Q3,Good,0
EMP11755,50,Male,Marketing,Marketing Manager,Master's,Single,2,2.2,3.2,71700.0,2.3,3.1,2.1,6,6.7,No,No,1-3 Years,Q3,Average,0
EMP11756,30,Female,Sales,Sales Executive,Bachelor's,Divorced,3,2.7,2.1,69400.0,4.7,2.0,2.0,3,1.1,No,No,1-3 Years,Q3,Low,0
EMP11757,40,Male,Sales,Sales Manager,Bachelor's,Married,5,13.5,14.2,127000.0,3.8,3.0,3.2,2,6.7,Yes,No,10+ Years,Q4,Good,0
EMP11758,27,Male,IT,Software Engineer,Bachelor's,Married,4,8.5,8.9,100400.0,3.6,1.1,3.7,5,24.2,No,No,5-10 Years,Q4,Good,0
EMP11759,35,Male,IT,IT Manager,PhD,Single,1,1.7,3.8,30700.0,2.6,3.5,3.3,3,4.1,No,No,1-3 Years,Q1,Good,0
EMP11760,46,Male,Research & Development,Research Scientist,Bachelor's,Divorced,3,3.6,6.6,77100.0,2.8,4.0,3.4,2,5.9,No,No,3-5 Years,Q3,Good,0
EMP11761,23,Male,Research & Development,Laboratory Technician,Bachelor's,Single,4,11.6,11.6,116200.0,2.6,2.6,3.5,3,8.7,No,No,10+ Years,Q4,Good,0
EMP11762,44,Female,Research & Development,Laboratory Technician,Bachelor's,Single,2,6.0,12.2,55700.0,3.5,2.6,3.7,4,2.1,Yes,No,5-10 Years,Q2,Good,0
EMP11763,24,Male,IT,IT Manager,PhD,Married,3,7.1,6.5,81400.0,3.3,4.1,2.9,2,30.6,No,No,5-10 Years,Q3,Average,0
EMP11764,40,Male,IT,IT Support,Bachelor's,Married,3,4.2,8.5,69100.0,3.2,3.6,3.1,0,7.4,No,No,3-5 Years,Q3,Good,0
EMP11765,30,Male,Sales,Sales Manager,Bachelor's,Married,2,1.1,0.7,68000.0,2.7,1.6,3.1,1,19.6,Yes,Yes,1-3 Years,Q2,Good,1
